Step,lr
2509,0.000569269
2511,0.00056922
2512,0.000569196
2516,0.000569099
2517,0.000569075
2519,0.000569027
2520,0.000569003
2521,0.000568978
2522,0.000568954
2523,0.00056893
2524,0.000568906
2526,0.000568857
2527,0.000568833
2529,0.000568784
2530,0.00056876
2531,0.000568736
2532,0.000568711
2533,0.000568687
2536,0.000568614
2537,0.000568589
2538,0.000568565
2539,0.000568541
2540,0.000568516
2545,0.000568394
2547,0.000568345
2548,0.000568321
2552,0.000568223
2553,0.000568198
2555,0.000568149
2556,0.000568125
2558,0.000568076
2559,0.000568051
2560,0.000568026
2563,0.000567953
2565,0.000567903
2567,0.000567854
2568,0.00056783
2569,0.000567805
2572,0.000567731
2574,0.000567682
2576,0.000567632
2577,0.000567607
2578,0.000567583
2579,0.000567558
2583,0.000567459
2584,0.000567434
2585,0.000567409
2589,0.00056731
2592,0.000567235
2593,0.000567211
2594,0.000567186
2595,0.000567161
2597,0.000567111
2598,0.000567086
2601,0.000567011
2602,0.000566986
2603,0.000566961
2604,0.000566936
2605,0.000566911
2606,0.000566886
2607,0.000566861
2608,0.000566836
2611,0.000566761
2612,0.000566736
2613,0.000566711
2614,0.000566686
2617,0.000566611
2618,0.000566586
2619,0.000566561
2620,0.000566536
2621,0.000566511
2622,0.000566486
2623,0.00056646
2624,0.000566435
2625,0.00056641
2626,0.000566385
2629,0.000566309
2630,0.000566284
2631,0.000566259
2633,0.000566209
2634,0.000566183
2639,0.000566057
2641,0.000566007
2645,0.000565905
2646,0.00056588
2647,0.000565855
2648,0.000565829
2650,0.000565779
2653,0.000565702
2654,0.000565677
2656,0.000565626
2657,0.000565601
2658,0.000565575
2660,0.000565524
2662,0.000565473
2664,0.000565422
2665,0.000565397
2671,0.000565244
2672,0.000565218
2673,0.000565193
2674,0.000565167
2676,0.000565116
2677,0.00056509
2679,0.000565039
2680,0.000565013
2683,0.000564936
2684,0.000564911
2687,0.000564834
2688,0.000564808
2689,0.000564782
2690,0.000564757
2692,0.000564705
2693,0.000564679
2695,0.000564628
2697,0.000564576
2698,0.000564551
2700,0.000564499
2701,0.000564473
2702,0.000564447
2704,0.000564396
2705,0.00056437
2706,0.000564344
2707,0.000564318
2708,0.000564292
2710,0.00056424
2712,0.000564189
2715,0.000564111
2716,0.000564085
2721,0.000563955
2722,0.000563929
2723,0.000563903
2725,0.000563851
2726,0.000563825
2727,0.000563799
2728,0.000563773
2729,0.000563747
2730,0.000563721
2735,0.00056359
2736,0.000563564
2737,0.000563538
2738,0.000563512
2740,0.00056346
2741,0.000563433
2743,0.000563381
2746,0.000563302
2748,0.00056325
2749,0.000563224
2750,0.000563198
2752,0.000563145
2754,0.000563093
2757,0.000563014
2758,0.000562987
2759,0.000562961
2762,0.000562882
2763,0.000562856
2764,0.000562829
2765,0.000562803
2770,0.000562671
2771,0.000562645
2772,0.000562618
2774,0.000562565
2775,0.000562539
2777,0.000562486
2780,0.000562406
2781,0.00056238
2782,0.000562353
2783,0.000562327
2784,0.0005623
2785,0.000562274
2787,0.000562221
2788,0.000562194
2790,0.000562141
2791,0.000562114
2795,0.000562008
2796,0.000561981
2797,0.000561955
2798,0.000561928
2799,0.000561901
2802,0.000561821
2804,0.000561768
2806,0.000561714
2808,0.000561661
2809,0.000561634
2810,0.000561607
2812,0.000561554
2814,0.0005615
2815,0.000561473
2816,0.000561447
2817,0.00056142
2818,0.000561393
2819,0.000561366
2820,0.000561339
2821,0.000561312
2822,0.000561286
2823,0.000561259
2826,0.000561178
2827,0.000561151
2829,0.000561097
2830,0.00056107
2831,0.000561043
2832,0.000561016
2833,0.000560989
2834,0.000560962
2835,0.000560936
2836,0.000560909
2837,0.000560882
2840,0.000560801
2841,0.000560773
2844,0.000560692
2846,0.000560638
2850,0.00056053
2851,0.000560503
2852,0.000560476
2853,0.000560449
2855,0.000560394
2858,0.000560313
2859,0.000560286
2861,0.000560231
2862,0.000560204
2864,0.00056015
2865,0.000560122
2866,0.000560095
2868,0.000560041
2869,0.000560013
2870,0.000559986
2871,0.000559959
2873,0.000559904
2874,0.000559877
2876,0.000559822
2878,0.000559768
2879,0.00055974
2880,0.000559713
2882,0.000559658
2884,0.000559603
2885,0.000559576
2886,0.000559548
2887,0.000559521
2891,0.000559411
2892,0.000559384
2893,0.000559356
2895,0.000559301
2896,0.000559274
2897,0.000559246
2899,0.000559191
2901,0.000559136
2902,0.000559109
2904,0.000559054
2905,0.000559026
2908,0.000558943
2909,0.000558916
2911,0.00055886
2912,0.000558833
2914,0.000558777
2915,0.00055875
2916,0.000558722
2919,0.000558639
2921,0.000558584
2922,0.000558556
2923,0.000558528
2924,0.000558501
2925,0.000558473
2926,0.000558445
2927,0.000558417
2933,0.000558251
2934,0.000558223
2936,0.000558167
2938,0.000558111
2941,0.000558028
2943,0.000557972
2944,0.000557944
2947,0.00055786
2948,0.000557832
2951,0.000557748
2954,0.000557665
2955,0.000557637
2957,0.00055758
2958,0.000557552
2962,0.00055744
2964,0.000557384
2965,0.000557356
2967,0.0005573
2968,0.000557272
2969,0.000557244
2970,0.000557216
2973,0.000557131
2974,0.000557103
2976,0.000557047
2980,0.000556934
2981,0.000556906
2982,0.000556877
2987,0.000556736
2989,0.00055668
2993,0.000556566
2994,0.000556538
2995,0.00055651
2996,0.000556481
2998,0.000556425
2999,0.000556396
3000,0.000556368
3002,0.000556311
3003,0.000556283
3004,0.000556254
3005,0.000556226
3007,0.000556169
3013,0.000555998
3015,0.000555941
3016,0.000555913
3017,0.000555884
3018,0.000555856
3019,0.000555827
3021,0.00055577
3023,0.000555713
3024,0.000555684
3025,0.000555656
3026,0.000555627
3027,0.000555598
3029,0.000555541
3031,0.000555484
3033,0.000555427
3034,0.000555398
3035,0.000555369
3038,0.000555283
3039,0.000555255
3041,0.000555197
3043,0.00055514
3044,0.000555111
3045,0.000555082
3048,0.000554996
3049,0.000554967
3051,0.000554909
3052,0.000554881
3053,0.000554852
3054,0.000554823
3055,0.000554794
3059,0.000554679
3060,0.00055465
3061,0.000554621
3062,0.000554592
3064,0.000554534
3065,0.000554505
3067,0.000554447
3068,0.000554418
3070,0.000554361
3071,0.000554332
3073,0.000554274
3074,0.000554245
3076,0.000554187
3077,0.000554158
3079,0.000554099
3080,0.00055407
3082,0.000554012
3083,0.000553983
3084,0.000553954
3088,0.000553838
3090,0.000553779
3092,0.000553721
3093,0.000553692
3094,0.000553663
3095,0.000553634
3097,0.000553575
3099,0.000553517
3100,0.000553488
3101,0.000553458
3105,0.000553342
3107,0.000553283
3108,0.000553254
3109,0.000553224
3111,0.000553166
3113,0.000553107
3115,0.000553049
3116,0.000553019
3119,0.000552931
3120,0.000552902
3121,0.000552872
3123,0.000552813
3124,0.000552784
3125,0.000552755
3127,0.000552696
3130,0.000552607
3131,0.000552578
3132,0.000552548
3136,0.00055243
3138,0.000552371
3140,0.000552312
3141,0.000552283
3142,0.000552253
3144,0.000552194
3145,0.000552164
3147,0.000552105
3148,0.000552076
3149,0.000552046
3150,0.000552016
3151,0.000551987
3153,0.000551927
3154,0.000551898
3155,0.000551868
3156,0.000551838
3158,0.000551779
3159,0.000551749
3161,0.00055169
3162,0.00055166
3164,0.000551601
3165,0.000551571
3166,0.000551541
3167,0.000551511
3168,0.000551482
3169,0.000551452
3170,0.000551422
3171,0.000551392
3172,0.000551362
3176,0.000551243
3178,0.000551183
3179,0.000551154
3181,0.000551094
3182,0.000551064
3183,0.000551034
3184,0.000551004
3185,0.000550974
3190,0.000550824
3195,0.000550675
3196,0.000550645
3197,0.000550615
3198,0.000550585
3199,0.000550554
3200,0.000550524
3204,0.000550404
3205,0.000550374
3206,0.000550344
3207,0.000550314
3208,0.000550284
3209,0.000550254
3211,0.000550193
3212,0.000550163
3213,0.000550133
3215,0.000550073
3217,0.000550013
3220,0.000549922
3222,0.000549861
3224,0.000549801
3226,0.000549741
3227,0.00054971
3228,0.00054968
3230,0.000549619
3233,0.000549529
3234,0.000549498
3235,0.000549468
3237,0.000549407
3239,0.000549346
3240,0.000549316
3244,0.000549195
3246,0.000549134
3248,0.000549073
3249,0.000549042
3250,0.000549012
3252,0.000548951
3253,0.000548921
3254,0.00054889
3255,0.00054886
3258,0.000548768
3260,0.000548707
3261,0.000548677
3264,0.000548585
3265,0.000548554
3266,0.000548524
3268,0.000548463
3269,0.000548432
3271,0.000548371
3272,0.00054834
3274,0.000548279
3275,0.000548248
3278,0.000548156
3279,0.000548125
3280,0.000548095
3281,0.000548064
3282,0.000548033
3283,0.000548003
3284,0.000547972
3285,0.000547941
3286,0.00054791
3287,0.00054788
3288,0.000547849
3290,0.000547787
3291,0.000547757
3292,0.000547726
3293,0.000547695
3294,0.000547664
3296,0.000547603
3297,0.000547572
3299,0.00054751
3300,0.000547479
3301,0.000547448
3302,0.000547417
3303,0.000547387
3308,0.000547232
3309,0.000547201
3310,0.00054717
3312,0.000547108
3313,0.000547077
3314,0.000547046
3315,0.000547015
3317,0.000546953
3318,0.000546922
3319,0.000546891
3320,0.00054686
3323,0.000546767
3324,0.000546736
3325,0.000546705
3329,0.000546581
3331,0.000546519
3332,0.000546488
3333,0.000546456
3334,0.000546425
3335,0.000546394
3336,0.000546363
3337,0.000546332
3338,0.000546301
3339,0.00054627
3340,0.000546238
3341,0.000546207
3342,0.000546176
3343,0.000546145
3346,0.000546051
3347,0.00054602
3348,0.000545989
3349,0.000545957
3350,0.000545926
3352,0.000545864
3353,0.000545832
3355,0.00054577
3360,0.000545613
3363,0.000545519
3366,0.000545425
3367,0.000545394
3368,0.000545362
3369,0.000545331
3371,0.000545268
3373,0.000545205
3375,0.000545142
3376,0.000545111
3377,0.000545079
3378,0.000545048
3379,0.000545016
3380,0.000544985
3381,0.000544953
3382,0.000544922
3383,0.00054489
3384,0.000544859
3386,0.000544795
3387,0.000544764
3389,0.000544701
3390,0.000544669
3393,0.000544574
3395,0.000544511
3398,0.000544416
3401,0.000544321
3402,0.00054429
3403,0.000544258
3404,0.000544226
3405,0.000544195
3406,0.000544163
3407,0.000544131
3408,0.000544099
3410,0.000544036
3411,0.000544004
3412,0.000543972
3413,0.000543941
3415,0.000543877
3416,0.000543845
3417,0.000543814
3418,0.000543782
3419,0.00054375
3420,0.000543718
3422,0.000543655
3423,0.000543623
3424,0.000543591
3426,0.000543527
3427,0.000543495
3428,0.000543463
3429,0.000543431
3430,0.0005434
3431,0.000543368
3436,0.000543208
3438,0.000543144
3440,0.00054308
3442,0.000543016
3443,0.000542984
3445,0.00054292
3447,0.000542856
3448,0.000542824
3449,0.000542792
3451,0.000542728
3452,0.000542696
3455,0.0005426
3456,0.000542567
3458,0.000542503
3459,0.000542471
3462,0.000542375
3463,0.000542343
3464,0.00054231
3465,0.000542278
3466,0.000542246
3467,0.000542214
3470,0.000542117
3472,0.000542053
3475,0.000541956
3476,0.000541924
3477,0.000541891
3478,0.000541859
3479,0.000541827
3481,0.000541762
3482,0.00054173
3483,0.000541698
3484,0.000541665
3485,0.000541633
3486,0.000541601
3488,0.000541536
3489,0.000541504
3490,0.000541471
3491,0.000541439
3492,0.000541406
3493,0.000541374
3494,0.000541342
3495,0.000541309
3496,0.000541277
3498,0.000541212
3499,0.00054118
3500,0.000541147
3502,0.000541082
3504,0.000541017
3506,0.000540952
3508,0.000540887
3509,0.000540855
3510,0.000540822
3512,0.000540757
3513,0.000540725
3515,0.000540659
3517,0.000540594
3518,0.000540562
3520,0.000540496
3523,0.000540399
3525,0.000540333
3526,0.000540301
3527,0.000540268
3529,0.000540203
3530,0.00054017
3531,0.000540137
3532,0.000540105
3533,0.000540072
3534,0.000540039
3535,0.000540006
3539,0.000539875
3541,0.00053981
3542,0.000539777
3544,0.000539712
3545,0.000539679
3546,0.000539646
3547,0.000539613
3549,0.000539547
3550,0.000539515
3551,0.000539482
3552,0.000539449
3553,0.000539416
3554,0.000539383
3555,0.00053935
3556,0.000539317
3557,0.000539285
3558,0.000539252
3561,0.000539153
3562,0.00053912
3563,0.000539087
3564,0.000539054
3565,0.000539021
3566,0.000538988
3567,0.000538955
3568,0.000538922
3569,0.000538889
3570,0.000538856
3571,0.000538823
3572,0.00053879
3573,0.000538757
3574,0.000538724
3575,0.000538691
3576,0.000538658
3577,0.000538625
3578,0.000538592
3579,0.000538559
3580,0.000538526
3581,0.000538493
3582,0.00053846
3583,0.000538427
3584,0.000538393
3586,0.000538327
3588,0.000538261
3589,0.000538228
3591,0.000538161
3592,0.000538128
3593,0.000538095
3595,0.000538029
3596,0.000537996
3599,0.000537896
3605,0.000537696
3608,0.000537597
3609,0.000537563
3610,0.00053753
3612,0.000537463
3615,0.000537363
3619,0.00053723
3621,0.000537163
3622,0.00053713
3624,0.000537063
3625,0.000537029
3626,0.000536996
3627,0.000536963
3631,0.000536829
3634,0.000536728
3635,0.000536695
3636,0.000536661
3637,0.000536628
3638,0.000536594
3639,0.000536561
3640,0.000536527
3641,0.000536494
3642,0.00053646
3643,0.000536427
3646,0.000536326
3651,0.000536158
3655,0.000536023
3656,0.00053599
3657,0.000535956
3658,0.000535922
3660,0.000535855
3661,0.000535821
3664,0.00053572
3665,0.000535686
3666,0.000535653
3667,0.000535619
3673,0.000535416
3674,0.000535382
3678,0.000535247
3680,0.000535179
3681,0.000535146
3682,0.000535112
3684,0.000535044
3685,0.00053501
3689,0.000534874
3690,0.000534841
3691,0.000534807
3692,0.000534773
3695,0.000534671
3697,0.000534603
3698,0.000534569
3699,0.000534535
3700,0.000534501
3701,0.000534467
3702,0.000534433
3705,0.000534331
3707,0.000534263
3708,0.000534229
3711,0.000534126
3712,0.000534092
3715,0.00053399
3718,0.000533888
3719,0.000533854
3720,0.000533819
3723,0.000533717
3725,0.000533649
3726,0.000533614
3728,0.000533546
3729,0.000533512
3730,0.000533478
3732,0.000533409
3733,0.000533375
3734,0.000533341
3735,0.000533306
3736,0.000533272
3737,0.000533238
3739,0.000533169
3741,0.000533101
3744,0.000532998
3745,0.000532963
3746,0.000532929
3747,0.000532895
3750,0.000532791
3752,0.000532723
3755,0.000532619
3756,0.000532585
3757,0.000532551
3758,0.000532516
3763,0.000532344
3764,0.000532309
3765,0.000532275
3767,0.000532206
3770,0.000532102
3771,0.000532068
3772,0.000532033
3774,0.000531964
3775,0.00053193
3779,0.000531791
3784,0.000531618
3787,0.000531514
3788,0.00053148
3789,0.000531445
3791,0.000531376
3793,0.000531306
3795,0.000531237
3797,0.000531167
3799,0.000531098
3801,0.000531028
3802,0.000530994
3803,0.000530959
3806,0.000530854
3807,0.00053082
3808,0.000530785
3809,0.00053075
3814,0.000530576
3815,0.000530541
3819,0.000530401
3820,0.000530367
3822,0.000530297
3825,0.000530192
3827,0.000530122
3830,0.000530017
3831,0.000529982
3832,0.000529947
3834,0.000529877
3835,0.000529842
3836,0.000529807
3837,0.000529772
3839,0.000529702
3840,0.000529667
3841,0.000529632
3842,0.000529597
3843,0.000529562
3844,0.000529527
3847,0.000529421
3850,0.000529316
3854,0.000529176
3857,0.00052907
3860,0.000528964
3861,0.000528929
3863,0.000528859
3864,0.000528824
3865,0.000528788
3866,0.000528753
3867,0.000528718
3868,0.000528683
3872,0.000528542
3874,0.000528471
3876,0.0005284
3877,0.000528365
3879,0.000528294
3880,0.000528259
3881,0.000528224
3882,0.000528188
3883,0.000528153
3884,0.000528118
3885,0.000528082
3886,0.000528047
3887,0.000528011
3888,0.000527976
3890,0.000527905
3895,0.000527728
3897,0.000527657
3898,0.000527622
3899,0.000527586
3902,0.00052748
3904,0.000527409
3906,0.000527337
3907,0.000527302
3908,0.000527266
3909,0.000527231
3910,0.000527195
3911,0.00052716
3913,0.000527088
3915,0.000527017
3916,0.000526982
3917,0.000526946
3918,0.00052691
3919,0.000526875
3921,0.000526804
3923,0.000526732
3924,0.000526697
3926,0.000526625
3929,0.000526518
3930,0.000526482
3933,0.000526375
3934,0.000526339
3936,0.000526268
3937,0.000526232
3938,0.000526196
3940,0.000526125
3941,0.000526089
3943,0.000526017
3944,0.000525982
3946,0.00052591
3949,0.000525802
3950,0.000525767
3951,0.000525731
3952,0.000525695
3955,0.000525587
3958,0.00052548
3960,0.000525408
3961,0.000525372
3962,0.000525336
3963,0.0005253
3965,0.000525228
3966,0.000525192
3967,0.000525156
3968,0.00052512
3969,0.000525084
3970,0.000525048
3973,0.00052494
3974,0.000524904
3975,0.000524868
3976,0.000524832
3977,0.000524796
3980,0.000524688
3981,0.000524651
3982,0.000524615
3983,0.000524579
3985,0.000524507
3986,0.000524471
3988,0.000524399
3990,0.000524326
3991,0.00052429
3992,0.000524254
3993,0.000524218
3994,0.000524182
3996,0.000524109
3997,0.000524073
3998,0.000524037
3999,0.000524001
4000,0.000523965
4001,0.000523928
4003,0.000523856
4004,0.00052382
4005,0.000523783
4008,0.000523674
4011,0.000523566
4012,0.000523529
4013,0.000523493
4014,0.000523457
4016,0.000523384
4017,0.000523348
4018,0.000523311
4019,0.000523275
4020,0.000523239
4021,0.000523202
4025,0.000523057
4026,0.00052302
4027,0.000522984
4028,0.000522947
4030,0.000522875
4032,0.000522802
4033,0.000522765
4035,0.000522692
4036,0.000522656
4038,0.000522583
4039,0.000522546
4040,0.00052251
4041,0.000522473
4042,0.000522437
4043,0.0005224
4044,0.000522364
4046,0.000522291
4047,0.000522254
4048,0.000522217
4049,0.000522181
4050,0.000522144
4051,0.000522108
4053,0.000522035
4054,0.000521998
4055,0.000521961
4056,0.000521925
4058,0.000521851
4060,0.000521778
4061,0.000521741
4062,0.000521705
4063,0.000521668
4064,0.000521631
4066,0.000521558
4067,0.000521521
4068,0.000521485
4069,0.000521448
4071,0.000521375
4072,0.000521338
4074,0.000521264
4077,0.000521154
4078,0.000521117
4080,0.000521044
4081,0.000521007
4082,0.00052097
4084,0.000520896
4086,0.000520823
4087,0.000520786
4088,0.000520749
4090,0.000520675
4091,0.000520638
4092,0.000520602
4094,0.000520528
4095,0.000520491
4096,0.000520454
4097,0.000520417
4098,0.00052038
4099,0.000520343
4101,0.000520269
4103,0.000520195
4106,0.000520085
4107,0.000520048
4109,0.000519974
4111,0.0005199
4112,0.000519863
4113,0.000519826
4114,0.000519788
4115,0.000519751
4117,0.000519677
4118,0.00051964
4119,0.000519603
4120,0.000519566
4123,0.000519455
4124,0.000519418
4128,0.000519269
4129,0.000519232
4131,0.000519158
4132,0.000519121
4135,0.000519009
4136,0.000518972
4137,0.000518935
4138,0.000518898
4139,0.00051886
4142,0.000518749
4143,0.000518711
4144,0.000518674
4146,0.0005186
4148,0.000518525
4149,0.000518488
4150,0.000518451
4151,0.000518413
4152,0.000518376
4154,0.000518301
4155,0.000518264
4156,0.000518227
4157,0.000518189
4159,0.000518115
4160,0.000518077
4161,0.00051804
4162,0.000518003
4164,0.000517928
4166,0.000517853
4167,0.000517816
4170,0.000517703
4171,0.000517666
4172,0.000517628
4173,0.000517591
4174,0.000517554
4176,0.000517479
4178,0.000517404
4179,0.000517366
4180,0.000517329
4181,0.000517291
4182,0.000517254
4184,0.000517179
4185,0.000517141
4188,0.000517028
4190,0.000516953
4191,0.000516916
4193,0.000516841
4194,0.000516803
4195,0.000516765
4201,0.00051654
4202,0.000516502
4203,0.000516464
4204,0.000516427
4206,0.000516351
4207,0.000516314
4208,0.000516276
4209,0.000516238
4210,0.000516201
4212,0.000516125
4213,0.000516087
4214,0.00051605
4216,0.000515974
4217,0.000515936
4218,0.000515899
4219,0.000515861
4220,0.000515823
4221,0.000515785
4222,0.000515748
4223,0.00051571
4224,0.000515672
4226,0.000515596
4227,0.000515559
4228,0.000515521
4230,0.000515445
4231,0.000515407
4232,0.000515369
4233,0.000515331
4234,0.000515294
4236,0.000515218
4237,0.00051518
4239,0.000515104
4240,0.000515066
4241,0.000515028
4243,0.000514952
4244,0.000514914
4245,0.000514877
4246,0.000514839
4247,0.000514801
4248,0.000514763
4249,0.000514725
4250,0.000514687
4251,0.000514649
4252,0.000514611
4253,0.000514573
4254,0.000514535
4255,0.000514497
4256,0.000514459
4257,0.000514421
4259,0.000514345
4261,0.000514268
4262,0.00051423
4264,0.000514154
4265,0.000514116
4266,0.000514078
4267,0.00051404
4268,0.000514002
4269,0.000513964
4270,0.000513926
4272,0.000513849
4273,0.000513811
4274,0.000513773
4275,0.000513735
4278,0.00051362
4280,0.000513544
4281,0.000513506
4283,0.000513429
4285,0.000513353
4286,0.000513315
4288,0.000513238
4289,0.0005132
4291,0.000513124
4292,0.000513085
4293,0.000513047
4294,0.000513009
4296,0.000512932
4297,0.000512894
4299,0.000512817
4301,0.000512741
4302,0.000512702
4303,0.000512664
4305,0.000512587
4307,0.00051251
4308,0.000512472
4309,0.000512434
4310,0.000512395
4312,0.000512319
4313,0.00051228
4314,0.000512242
4315,0.000512203
4318,0.000512088
4320,0.000512011
4322,0.000511934
4323,0.000511896
4324,0.000511857
4325,0.000511819
4326,0.00051178
4328,0.000511703
4329,0.000511665
4333,0.00051151
4334,0.000511472
4335,0.000511433
4336,0.000511395
4337,0.000511356
4338,0.000511318
4340,0.00051124
4341,0.000511202
4342,0.000511163
4344,0.000511086
4345,0.000511047
4346,0.000511009
4349,0.000510893
4351,0.000510815
4352,0.000510777
4353,0.000510738
4354,0.000510699
4358,0.000510545
4359,0.000510506
4361,0.000510428
4362,0.00051039
4364,0.000510312
4365,0.000510273
4368,0.000510157
4369,0.000510118
4370,0.00051008
4371,0.000510041
4372,0.000510002
4374,0.000509924
4375,0.000509885
4376,0.000509847
4377,0.000509808
4379,0.00050973
4381,0.000509652
4382,0.000509613
4383,0.000509575
4384,0.000509536
4386,0.000509458
4387,0.000509419
4388,0.00050938
4389,0.000509341
4391,0.000509263
4393,0.000509185
4394,0.000509146
4395,0.000509107
4399,0.000508952
4400,0.000508913
4401,0.000508874
4403,0.000508796
4404,0.000508757
4406,0.000508678
4407,0.000508639
4408,0.0005086
4410,0.000508522
4412,0.000508444
4413,0.000508405
4414,0.000508366
4416,0.000508288
4419,0.00050817
4421,0.000508092
4423,0.000508014
4425,0.000507936
4426,0.000507896
4429,0.000507779
4430,0.00050774
4431,0.0005077
4432,0.000507661
4433,0.000507622
4434,0.000507583
4438,0.000507426
4439,0.000507387
4440,0.000507347
4441,0.000507308
4443,0.00050723
4444,0.00050719
4445,0.000507151
4446,0.000507112
4447,0.000507072
4448,0.000507033
4449,0.000506994
4450,0.000506954
4451,0.000506915
4452,0.000506876
4453,0.000506836
4454,0.000506797
4456,0.000506718
4457,0.000506679
4460,0.000506561
4461,0.000506521
4462,0.000506482
4463,0.000506443
4464,0.000506403
4466,0.000506324
4467,0.000506285
4468,0.000506245
4469,0.000506206
4471,0.000506127
4474,0.000506009
4475,0.000505969
4476,0.00050593
4477,0.00050589
4479,0.000505811
4481,0.000505732
4482,0.000505692
4483,0.000505653
4484,0.000505613
4485,0.000505574
4487,0.000505495
4488,0.000505455
4492,0.000505297
4499,0.000505019
4500,0.00050498
4501,0.00050494
4503,0.000504861
4504,0.000504821
4506,0.000504742
4507,0.000504702
4508,0.000504662
4509,0.000504623
4512,0.000504503
4513,0.000504464
4514,0.000504424
4515,0.000504384
4517,0.000504305
4520,0.000504185
4522,0.000504106
4529,0.000503827
4530,0.000503787
4531,0.000503747
4532,0.000503707
4535,0.000503588
4536,0.000503548
4537,0.000503508
4540,0.000503388
4541,0.000503348
4542,0.000503308
4543,0.000503268
4544,0.000503228
4545,0.000503189
4546,0.000503149
4547,0.000503109
4548,0.000503069
4549,0.000503029
4551,0.000502949
4553,0.000502869
4555,0.000502789
4556,0.000502749
4557,0.000502709
4558,0.000502669
4559,0.000502629
4562,0.000502508
4563,0.000502468
4564,0.000502428
4565,0.000502388
4567,0.000502308
4569,0.000502228
4571,0.000502148
4572,0.000502108
4573,0.000502067
4574,0.000502027
4575,0.000501987
4576,0.000501947
4577,0.000501907
4578,0.000501867
4580,0.000501786
4584,0.000501626
4585,0.000501585
4587,0.000501505
4589,0.000501425
4590,0.000501384
4592,0.000501304
4595,0.000501183
4597,0.000501103
4598,0.000501062
4599,0.000501022
4600,0.000500982
4601,0.000500941
4602,0.000500901
4603,0.000500861
4605,0.00050078
4607,0.000500699
4608,0.000500659
4609,0.000500619
4614,0.000500417
4615,0.000500376
4618,0.000500255
4619,0.000500215
4620,0.000500174
4621,0.000500134
4622,0.000500094
4624,0.000500013
4625,0.000499972
4626,0.000499932
4629,0.00049981
4630,0.00049977
4631,0.000499729
4633,0.000499648
4634,0.000499608
4636,0.000499527
4637,0.000499486
4639,0.000499405
4643,0.000499243
4645,0.000499162
4647,0.000499081
4650,0.000498959
4651,0.000498918
4652,0.000498878
4653,0.000498837
4654,0.000498796
4656,0.000498715
4657,0.000498674
4658,0.000498634
4659,0.000498593
4660,0.000498552
4662,0.000498471
4663,0.00049843
4664,0.00049839
4665,0.000498349
4667,0.000498267
4668,0.000498227
4672,0.000498064
4673,0.000498023
4676,0.000497901
4678,0.000497819
4683,0.000497615
4685,0.000497533
4686,0.000497493
4688,0.000497411
4689,0.00049737
4692,0.000497247
4697,0.000497043
4698,0.000497002
4699,0.000496961
4701,0.000496879
4702,0.000496838
4703,0.000496797
4704,0.000496756
4707,0.000496633
4710,0.000496511
4711,0.00049647
4713,0.000496388
4714,0.000496347
4716,0.000496264
4717,0.000496223
4718,0.000496182
4719,0.000496141
4722,0.000496018
4725,0.000495895
4726,0.000495854
4727,0.000495813
4729,0.000495731
4730,0.000495689
4731,0.000495648
4732,0.000495607
4734,0.000495525
4735,0.000495484
4737,0.000495402
4739,0.000495319
4740,0.000495278
4743,0.000495154
4744,0.000495113
4745,0.000495072
4746,0.000495031
4748,0.000494948
4751,0.000494825
4753,0.000494742
4754,0.000494701
4755,0.00049466
4756,0.000494618
4757,0.000494577
4764,0.000494288
4766,0.000494205
4769,0.000494081
4770,0.00049404
4771,0.000493999
4774,0.000493874
4775,0.000493833
4777,0.00049375
4778,0.000493709
4780,0.000493626
4782,0.000493543
4784,0.00049346
4786,0.000493377
4787,0.000493336
4790,0.000493212
4791,0.00049317
4792,0.000493129
4796,0.000492963
4799,0.000492838
4802,0.000492713
4803,0.000492672
4805,0.000492589
4806,0.000492547
4807,0.000492506
4808,0.000492464
4810,0.000492381
4811,0.000492339
4812,0.000492298
4813,0.000492256
4814,0.000492214
4817,0.000492089
4818,0.000492048
4820,0.000491964
4821,0.000491923
4822,0.000491881
4823,0.000491839
4824,0.000491798
4825,0.000491756
4827,0.000491673
4828,0.000491631
4829,0.000491589
4831,0.000491506
4832,0.000491464
4833,0.000491422
4834,0.000491381
4838,0.000491213
4839,0.000491172
4841,0.000491088
4843,0.000491005
4845,0.000490921
4846,0.000490879
4848,0.000490795
4849,0.000490754
4851,0.00049067
4852,0.000490628
4853,0.000490586
4854,0.000490544
4855,0.000490503
4857,0.000490419
4858,0.000490377
4859,0.000490335
4860,0.000490293
4861,0.000490251
4862,0.000490209
4864,0.000490125
4865,0.000490084
4866,0.000490042
4867,0.00049
4868,0.000489958
4869,0.000489916
4870,0.000489874
4872,0.00048979
4873,0.000489748
4874,0.000489706
4876,0.000489622
4879,0.000489496
4882,0.00048937
4884,0.000489286
4886,0.000489202
4887,0.00048916
4888,0.000489117
4889,0.000489075
4890,0.000489033
4891,0.000488991
4892,0.000488949
4893,0.000488907
4894,0.000488865
4896,0.000488781
4898,0.000488697
4899,0.000488654
4900,0.000488612
4901,0.00048857
4902,0.000488528
4903,0.000488486
4904,0.000488444
4905,0.000488401
4906,0.000488359
4907,0.000488317
4908,0.000488275
4911,0.000488148
4914,0.000488022
4916,0.000487937
4917,0.000487895
4920,0.000487768
4921,0.000487726
4922,0.000487684
4923,0.000487641
4924,0.000487599
4925,0.000487557
4926,0.000487515
4927,0.000487472
4928,0.00048743
4929,0.000487388
4930,0.000487345
4931,0.000487303
4932,0.000487261
4933,0.000487218
