Step,lr
677,0.000597776
679,0.000597762
680,0.000597756
681,0.000597749
683,0.000597736
688,0.000597702
690,0.000597688
693,0.000597668
694,0.000597661
695,0.000597654
696,0.000597647
697,0.00059764
698,0.000597634
699,0.000597627
700,0.00059762
701,0.000597613
702,0.000597606
703,0.000597599
704,0.000597592
707,0.000597571
709,0.000597557
710,0.00059755
711,0.000597543
712,0.000597536
714,0.000597522
715,0.000597515
716,0.000597508
718,0.000597494
719,0.000597487
720,0.00059748
722,0.000597466
723,0.000597458
724,0.000597451
726,0.000597437
727,0.00059743
729,0.000597416
730,0.000597408
732,0.000597394
733,0.000597387
736,0.000597365
737,0.000597358
738,0.00059735
739,0.000597343
743,0.000597314
744,0.000597307
745,0.000597299
746,0.000597292
747,0.000597285
748,0.000597277
749,0.00059727
750,0.000597262
752,0.000597248
753,0.00059724
755,0.000597225
758,0.000597203
759,0.000597195
760,0.000597188
761,0.00059718
763,0.000597165
766,0.000597143
767,0.000597135
768,0.000597128
769,0.00059712
770,0.000597112
771,0.000597105
772,0.000597097
773,0.00059709
774,0.000597082
776,0.000597067
778,0.000597051
779,0.000597044
783,0.000597013
784,0.000597005
785,0.000596997
786,0.00059699
788,0.000596974
789,0.000596966
792,0.000596943
794,0.000596927
797,0.000596904
798,0.000596896
800,0.00059688
801,0.000596872
804,0.000596849
805,0.000596841
806,0.000596833
808,0.000596817
810,0.000596801
812,0.000596785
813,0.000596777
814,0.000596769
815,0.000596761
816,0.000596753
817,0.000596745
818,0.000596736
822,0.000596704
823,0.000596696
824,0.000596688
825,0.00059668
826,0.000596672
828,0.000596655
831,0.000596631
832,0.000596623
833,0.000596614
834,0.000596606
836,0.00059659
840,0.000596557
843,0.000596532
844,0.000596523
846,0.000596507
847,0.000596498
849,0.000596482
851,0.000596465
853,0.000596448
854,0.000596439
856,0.000596423
858,0.000596406
861,0.00059638
862,0.000596372
863,0.000596363
865,0.000596346
868,0.000596321
869,0.000596312
870,0.000596303
871,0.000596295
873,0.000596278
875,0.00059626
876,0.000596252
877,0.000596243
878,0.000596234
880,0.000596217
882,0.0005962
883,0.000596191
884,0.000596182
885,0.000596173
887,0.000596156
888,0.000596147
889,0.000596138
890,0.00059613
891,0.000596121
892,0.000596112
894,0.000596094
896,0.000596077
897,0.000596068
900,0.000596041
901,0.000596032
904,0.000596006
905,0.000595997
906,0.000595988
907,0.000595979
908,0.00059597
909,0.000595961
911,0.000595943
914,0.000595916
915,0.000595907
916,0.000595898
917,0.000595889
919,0.000595871
920,0.000595862
923,0.000595834
924,0.000595825
925,0.000595816
926,0.000595807
929,0.000595779
930,0.00059577
931,0.000595761
932,0.000595752
934,0.000595734
935,0.000595724
936,0.000595715
937,0.000595706
939,0.000595687
940,0.000595678
941,0.000595669
945,0.000595631
947,0.000595613
948,0.000595603
951,0.000595575
952,0.000595566
953,0.000595557
955,0.000595538
956,0.000595528
958,0.000595509
959,0.0005955
962,0.000595471
964,0.000595452
965,0.000595443
966,0.000595433
968,0.000595414
971,0.000595386
972,0.000595376
974,0.000595357
975,0.000595347
978,0.000595318
979,0.000595309
981,0.000595289
984,0.00059526
985,0.00059525
986,0.000595241
987,0.000595231
990,0.000595202
991,0.000595192
992,0.000595182
993,0.000595172
994,0.000595163
995,0.000595153
997,0.000595133
998,0.000595123
999,0.000595113
1000,0.000595103
1001,0.000595094
1002,0.000595084
1003,0.000595074
1004,0.000595064
1005,0.000595054
1006,0.000595044
1007,0.000595034
1008,0.000595024
1009,0.000595014
1010,0.000595004
1011,0.000594994
1012,0.000594984
1015,0.000594954
1017,0.000594934
1018,0.000594924
1019,0.000594914
1020,0.000594904
1023,0.000594874
1025,0.000594854
1026,0.000594843
1027,0.000594833
1030,0.000594803
1032,0.000594783
1033,0.000594772
1034,0.000594762
1035,0.000594752
1036,0.000594742
1037,0.000594731
1039,0.000594711
1040,0.000594701
1041,0.00059469
1048,0.000594618
1049,0.000594608
1050,0.000594598
1051,0.000594587
1052,0.000594577
1053,0.000594566
1055,0.000594546
1056,0.000594535
1057,0.000594525
1058,0.000594514
1059,0.000594504
1061,0.000594483
1063,0.000594462
1067,0.00059442
1068,0.000594409
1070,0.000594388
1071,0.000594378
1073,0.000594357
1074,0.000594346
1076,0.000594325
1077,0.000594314
1079,0.000594293
1080,0.000594282
1083,0.00059425
1084,0.000594239
1085,0.000594229
1087,0.000594207
1090,0.000594175
1093,0.000594143
1094,0.000594132
1095,0.000594121
1096,0.00059411
1098,0.000594089
1099,0.000594078
1101,0.000594056
1103,0.000594034
1105,0.000594013
1106,0.000594002
1107,0.000593991
1108,0.00059398
1109,0.000593969
1110,0.000593958
1112,0.000593936
1113,0.000593925
1114,0.000593914
1116,0.000593892
1117,0.000593881
1120,0.000593848
1122,0.000593826
1125,0.000593793
1126,0.000593781
1127,0.00059377
1129,0.000593748
1130,0.000593737
1131,0.000593726
1132,0.000593715
1134,0.000593692
1135,0.000593681
1136,0.00059367
1137,0.000593659
1138,0.000593647
1141,0.000593614
1142,0.000593602
1143,0.000593591
1144,0.00059358
1145,0.000593569
1146,0.000593557
1147,0.000593546
1149,0.000593523
1151,0.000593501
1152,0.000593489
1153,0.000593478
1154,0.000593466
1155,0.000593455
1157,0.000593432
1158,0.000593421
1159,0.000593409
1160,0.000593398
1161,0.000593387
1163,0.000593364
1166,0.000593329
1168,0.000593306
1169,0.000593295
1170,0.000593283
1171,0.000593271
1172,0.00059326
1174,0.000593237
1176,0.000593214
1177,0.000593202
1178,0.00059319
1180,0.000593167
1182,0.000593144
1183,0.000593132
1184,0.00059312
1186,0.000593097
1187,0.000593085
1190,0.00059305
1192,0.000593027
1193,0.000593015
1194,0.000593003
1196,0.00059298
1197,0.000592968
1198,0.000592956
1199,0.000592944
1200,0.000592932
1202,0.000592909
1203,0.000592897
1204,0.000592885
1205,0.000592873
1209,0.000592825
1210,0.000592814
1212,0.00059279
1213,0.000592778
1214,0.000592766
1216,0.000592742
1217,0.00059273
1218,0.000592718
1219,0.000592706
1220,0.000592694
1221,0.000592682
1222,0.00059267
1223,0.000592658
1224,0.000592645
1228,0.000592597
1230,0.000592573
1231,0.000592561
1232,0.000592549
1233,0.000592536
1234,0.000592524
1235,0.000592512
1236,0.0005925
1238,0.000592476
1239,0.000592463
1240,0.000592451
1242,0.000592427
1243,0.000592414
1244,0.000592402
1246,0.000592378
1247,0.000592365
1248,0.000592353
1249,0.000592341
1251,0.000592316
1252,0.000592304
1253,0.000592291
1255,0.000592267
1257,0.000592242
1259,0.000592217
1260,0.000592205
1261,0.000592192
1264,0.000592155
1265,0.000592142
1267,0.000592117
1268,0.000592105
1269,0.000592092
1270,0.00059208
1271,0.000592067
1274,0.00059203
1276,0.000592005
1278,0.000591979
1282,0.000591929
1283,0.000591916
1284,0.000591904
1286,0.000591878
1288,0.000591853
1290,0.000591828
1291,0.000591815
1292,0.000591802
1293,0.000591789
1294,0.000591777
1295,0.000591764
1299,0.000591713
1302,0.000591674
1303,0.000591661
1304,0.000591649
1305,0.000591636
1307,0.00059161
1309,0.000591584
1310,0.000591571
1311,0.000591558
1314,0.00059152
1316,0.000591494
1318,0.000591468
1319,0.000591455
1320,0.000591442
1321,0.000591429
1322,0.000591416
1323,0.000591403
1326,0.000591364
1327,0.00059135
1328,0.000591337
1329,0.000591324
1330,0.000591311
1331,0.000591298
1334,0.000591259
1335,0.000591246
1336,0.000591232
1338,0.000591206
1339,0.000591193
1341,0.000591166
1343,0.00059114
1344,0.000591127
1347,0.000591087
1348,0.000591074
1351,0.000591034
1352,0.000591021
1353,0.000591007
1354,0.000590994
1356,0.000590967
1357,0.000590954
1358,0.00059094
1359,0.000590927
1360,0.000590914
1363,0.000590873
1366,0.000590833
1367,0.00059082
1368,0.000590806
1370,0.000590779
1371,0.000590766
1373,0.000590739
1374,0.000590725
1375,0.000590712
1378,0.000590671
1380,0.000590644
1382,0.000590617
1383,0.000590603
1384,0.000590589
1385,0.000590576
1388,0.000590535
1389,0.000590521
1390,0.000590507
1391,0.000590494
1394,0.000590453
1397,0.000590411
1398,0.000590398
1399,0.000590384
1400,0.00059037
1401,0.000590356
1402,0.000590343
1403,0.000590329
1406,0.000590287
1408,0.00059026
1409,0.000590246
1410,0.000590232
1411,0.000590218
1412,0.000590204
1413,0.00059019
1414,0.000590176
1416,0.000590148
1417,0.000590134
1420,0.000590093
1421,0.000590079
1422,0.000590065
1423,0.000590051
1425,0.000590023
1428,0.00058998
1429,0.000589966
1431,0.000589938
1432,0.000589924
1433,0.00058991
1434,0.000589896
1437,0.000589854
1442,0.000589783
1443,0.000589769
1444,0.000589754
1446,0.000589726
1447,0.000589712
1449,0.000589683
1450,0.000589669
1451,0.000589655
1453,0.000589626
1455,0.000589597
1458,0.000589554
1460,0.000589526
1461,0.000589511
1462,0.000589497
1463,0.000589483
1464,0.000589468
1465,0.000589454
1466,0.000589439
1467,0.000589425
1468,0.000589411
1471,0.000589367
1474,0.000589324
1477,0.00058928
1478,0.000589266
1480,0.000589237
1482,0.000589207
1486,0.000589149
1487,0.000589134
1488,0.00058912
1489,0.000589105
1491,0.000589076
1494,0.000589032
1496,0.000589002
1497,0.000588988
1499,0.000588958
1501,0.000588929
1503,0.000588899
1504,0.000588884
1505,0.00058887
1506,0.000588855
1507,0.00058884
1508,0.000588825
1509,0.00058881
1510,0.000588796
1511,0.000588781
1513,0.000588751
1514,0.000588736
1516,0.000588706
1517,0.000588691
1518,0.000588676
1520,0.000588647
1521,0.000588632
1522,0.000588617
1524,0.000588587
1526,0.000588557
1528,0.000588527
1530,0.000588497
1531,0.000588482
1539,0.000588361
1541,0.000588331
1543,0.0005883
1544,0.000588285
1545,0.00058827
1547,0.00058824
1550,0.000588194
1551,0.000588179
1552,0.000588164
1553,0.000588148
1555,0.000588118
1556,0.000588102
1557,0.000588087
1560,0.000588041
1561,0.000588026
1562,0.000588011
1565,0.000587965
1567,0.000587934
1568,0.000587918
1569,0.000587903
1570,0.000587888
1571,0.000587872
1574,0.000587826
1575,0.00058781
1577,0.000587779
1578,0.000587764
1582,0.000587702
1583,0.000587686
1585,0.000587655
1586,0.00058764
1588,0.000587608
1590,0.000587577
1591,0.000587562
1592,0.000587546
1593,0.00058753
1594,0.000587515
1595,0.000587499
1596,0.000587483
1602,0.000587389
1603,0.000587373
1605,0.000587342
1606,0.000587326
1607,0.00058731
1609,0.000587279
1610,0.000587263
1611,0.000587247
1612,0.000587231
1614,0.0005872
1617,0.000587152
1619,0.00058712
1620,0.000587104
1623,0.000587057
1625,0.000587025
1629,0.000586961
1631,0.000586929
1632,0.000586913
1633,0.000586897
1635,0.000586865
1637,0.000586833
1638,0.000586817
1639,0.000586801
1640,0.000586785
1642,0.000586752
1643,0.000586736
1645,0.000586704
1646,0.000586688
1648,0.000586656
1650,0.000586623
1651,0.000586607
1652,0.000586591
1653,0.000586575
1654,0.000586558
1655,0.000586542
1656,0.000586526
1657,0.00058651
1659,0.000586477
1660,0.000586461
1662,0.000586428
1663,0.000586412
1664,0.000586396
1666,0.000586363
1667,0.000586347
1669,0.000586314
1670,0.000586298
1671,0.000586281
1673,0.000586248
1674,0.000586232
1675,0.000586216
1676,0.000586199
1677,0.000586183
1678,0.000586166
1679,0.00058615
1680,0.000586133
1681,0.000586117
1683,0.000586084
1684,0.000586067
1685,0.000586051
1689,0.000585985
1690,0.000585968
1693,0.000585918
1694,0.000585902
1695,0.000585885
1696,0.000585868
1697,0.000585852
1698,0.000585835
1699,0.000585819
1704,0.000585735
1705,0.000585718
1709,0.000585652
1711,0.000585618
1714,0.000585568
1719,0.000585484
1720,0.000585467
1721,0.00058545
1722,0.000585433
1724,0.000585399
1726,0.000585365
1727,0.000585349
1728,0.000585332
1729,0.000585315
1730,0.000585298
1731,0.000585281
1732,0.000585264
1733,0.000585247
1735,0.000585213
1736,0.000585196
1737,0.000585179
1738,0.000585162
1739,0.000585145
1744,0.000585059
1745,0.000585042
1746,0.000585025
1747,0.000585008
1748,0.000584991
1749,0.000584974
1750,0.000584957
1751,0.00058494
1752,0.000584923
1754,0.000584888
1756,0.000584854
1761,0.000584768
1762,0.00058475
1763,0.000584733
1764,0.000584716
1765,0.000584699
1766,0.000584681
1767,0.000584664
1768,0.000584647
1769,0.000584629
1771,0.000584595
1773,0.00058456
1775,0.000584525
1776,0.000584508
1777,0.000584491
1778,0.000584473
1780,0.000584438
1781,0.000584421
1783,0.000584386
1784,0.000584369
1785,0.000584351
1786,0.000584334
1787,0.000584316
1788,0.000584299
1789,0.000584281
1790,0.000584264
1794,0.000584194
1795,0.000584176
1796,0.000584158
1797,0.000584141
1798,0.000584123
1799,0.000584106
1800,0.000584088
1803,0.000584035
1805,0.000584
1806,0.000583982
1807,0.000583965
1808,0.000583947
1809,0.000583929
1810,0.000583911
1811,0.000583894
1812,0.000583876
1813,0.000583858
1815,0.000583823
1816,0.000583805
1817,0.000583787
1818,0.00058377
1819,0.000583752
1821,0.000583716
1822,0.000583698
1823,0.000583681
1824,0.000583663
1826,0.000583627
1827,0.000583609
1828,0.000583591
1829,0.000583573
1830,0.000583555
1832,0.00058352
1833,0.000583502
1835,0.000583466
1836,0.000583448
1839,0.000583394
1840,0.000583376
1841,0.000583358
1842,0.00058334
1844,0.000583304
1845,0.000583286
1846,0.000583268
1847,0.00058325
1848,0.000583232
1849,0.000583214
1850,0.000583196
1852,0.000583159
1854,0.000583123
1855,0.000583105
1857,0.000583069
1858,0.000583051
1859,0.000583033
1860,0.000583014
1861,0.000582996
1862,0.000582978
1863,0.00058296
1864,0.000582942
1865,0.000582923
1866,0.000582905
1867,0.000582887
1868,0.000582869
1870,0.000582832
1874,0.000582759
1875,0.000582741
1876,0.000582722
1877,0.000582704
1881,0.000582631
1882,0.000582612
1883,0.000582594
1885,0.000582557
1886,0.000582539
1888,0.000582502
1890,0.000582465
1891,0.000582446
1893,0.000582409
1900,0.00058228
1901,0.000582261
1904,0.000582205
1905,0.000582187
1906,0.000582168
1907,0.00058215
1908,0.000582131
1909,0.000582112
1910,0.000582094
1911,0.000582075
1912,0.000582056
1914,0.000582019
1915,0.000582
1916,0.000581982
1917,0.000581963
1918,0.000581944
1919,0.000581926
1920,0.000581907
1921,0.000581888
1923,0.000581851
1927,0.000581775
1929,0.000581738
1931,0.0005817
1932,0.000581681
1934,0.000581644
1936,0.000581606
1938,0.000581568
1939,0.000581549
1940,0.00058153
1941,0.000581511
1942,0.000581492
1945,0.000581435
1946,0.000581416
1947,0.000581397
1948,0.000581378
1950,0.00058134
1951,0.000581321
1952,0.000581302
1955,0.000581245
1957,0.000581207
1958,0.000581188
1959,0.000581169
1963,0.000581092
1964,0.000581073
1967,0.000581016
1968,0.000580996
1972,0.00058092
1974,0.000580881
1975,0.000580862
1976,0.000580843
1979,0.000580785
1980,0.000580766
1981,0.000580746
1983,0.000580708
1987,0.00058063
1988,0.000580611
1990,0.000580572
1992,0.000580533
1993,0.000580514
1994,0.000580494
1995,0.000580475
1996,0.000580455
1997,0.000580436
1999,0.000580397
2003,0.000580319
2004,0.0005803
2005,0.00058028
2008,0.000580221
2009,0.000580202
2010,0.000580182
2011,0.000580163
2012,0.000580143
2015,0.000580084
2017,0.000580045
2019,0.000580006
2020,0.000579986
2021,0.000579966
2024,0.000579907
2025,0.000579887
2026,0.000579868
2029,0.000579809
2030,0.000579789
2031,0.000579769
2033,0.000579729
2035,0.00057969
2036,0.00057967
2037,0.00057965
2039,0.00057961
2043,0.000579531
2045,0.000579491
2049,0.000579411
2050,0.000579392
2052,0.000579352
2053,0.000579332
2054,0.000579312
2056,0.000579272
2057,0.000579252
2059,0.000579212
2062,0.000579151
2066,0.000579071
2067,0.000579051
2068,0.000579031
2069,0.000579011
2070,0.000578991
2072,0.00057895
2073,0.00057893
2074,0.00057891
2077,0.000578849
2078,0.000578829
2079,0.000578809
2080,0.000578789
2081,0.000578769
2082,0.000578748
2084,0.000578708
2086,0.000578667
2087,0.000578647
2088,0.000578627
2090,0.000578586
2091,0.000578566
2093,0.000578525
2097,0.000578444
2098,0.000578423
2099,0.000578403
2100,0.000578382
2101,0.000578362
2102,0.000578341
2103,0.000578321
2104,0.000578301
2105,0.00057828
2106,0.00057826
2107,0.000578239
2108,0.000578219
2109,0.000578198
2111,0.000578157
2112,0.000578137
2113,0.000578116
2114,0.000578096
2115,0.000578075
2116,0.000578054
2119,0.000577993
2121,0.000577952
2122,0.000577931
2125,0.000577869
2126,0.000577848
2127,0.000577828
2128,0.000577807
2129,0.000577786
2130,0.000577766
2131,0.000577745
2132,0.000577724
2133,0.000577704
2136,0.000577641
2137,0.000577621
2138,0.0005776
2139,0.000577579
2140,0.000577558
2141,0.000577538
2142,0.000577517
2143,0.000577496
2144,0.000577475
2147,0.000577413
2149,0.000577371
2151,0.000577329
2152,0.000577308
2153,0.000577287
2154,0.000577266
2155,0.000577245
2157,0.000577204
2158,0.000577183
2161,0.00057712
2163,0.000577078
2165,0.000577036
2166,0.000577015
2167,0.000576994
2168,0.000576973
2169,0.000576952
2170,0.000576931
2173,0.000576867
2177,0.000576783
2178,0.000576762
2180,0.00057672
2182,0.000576677
2185,0.000576614
2186,0.000576592
2188,0.00057655
2189,0.000576529
2190,0.000576508
2191,0.000576486
2192,0.000576465
2195,0.000576401
2196,0.00057638
2197,0.000576359
2198,0.000576337
2200,0.000576295
2202,0.000576252
2205,0.000576188
2206,0.000576166
2207,0.000576145
2209,0.000576102
2210,0.000576081
2211,0.000576059
2212,0.000576038
2214,0.000575995
2215,0.000575974
2218,0.000575909
2222,0.000575823
2223,0.000575802
2225,0.000575758
2226,0.000575737
2227,0.000575715
2230,0.00057565
2232,0.000575607
2233,0.000575586
2234,0.000575564
2235,0.000575542
2236,0.000575521
2237,0.000575499
2238,0.000575477
2240,0.000575434
2241,0.000575412
2242,0.00057539
2244,0.000575347
2245,0.000575325
2246,0.000575304
2247,0.000575282
2248,0.00057526
2252,0.000575173
2253,0.000575151
2254,0.000575129
2256,0.000575085
2259,0.00057502
2262,0.000574954
2263,0.000574932
2264,0.00057491
2265,0.000574889
2266,0.000574867
2267,0.000574845
2268,0.000574823
2270,0.000574779
2272,0.000574735
2274,0.000574691
2275,0.000574669
2276,0.000574647
2277,0.000574625
2278,0.000574603
2279,0.000574581
2280,0.000574559
2281,0.000574536
2283,0.000574492
2284,0.00057447
2286,0.000574426
2287,0.000574404
2288,0.000574382
2289,0.00057436
2292,0.000574293
2293,0.000574271
2296,0.000574204
2297,0.000574182
2298,0.00057416
2299,0.000574138
2302,0.000574071
2303,0.000574049
2304,0.000574026
2305,0.000574004
2306,0.000573982
2307,0.000573959
2308,0.000573937
2312,0.000573848
2317,0.000573736
2318,0.000573713
2320,0.000573669
2324,0.000573579
2325,0.000573556
2327,0.000573511
2328,0.000573489
2329,0.000573466
2334,0.000573354
2335,0.000573331
2337,0.000573286
2340,0.000573218
2344,0.000573128
2345,0.000573105
2346,0.000573082
2348,0.000573037
2351,0.000572969
2354,0.000572901
2355,0.000572878
2357,0.000572833
2359,0.000572787
2360,0.000572764
2361,0.000572741
2363,0.000572696
2364,0.000572673
2365,0.00057265
2366,0.000572627
2370,0.000572536
2372,0.00057249
2373,0.000572467
2374,0.000572444
2375,0.000572421
2378,0.000572352
2379,0.00057233
2381,0.000572284
2383,0.000572238
2384,0.000572215
2386,0.000572169
2391,0.000572053
2392,0.00057203
2393,0.000572007
2395,0.000571961
2396,0.000571938
2398,0.000571892
2399,0.000571868
2400,0.000571845
2402,0.000571799
2403,0.000571776
2404,0.000571753
2405,0.000571729
2406,0.000571706
2407,0.000571683
2408,0.00057166
2411,0.00057159
2412,0.000571567
2413,0.000571544
2415,0.000571497
2416,0.000571474
2417,0.00057145
2422,0.000571334
2423,0.00057131
2424,0.000571287
2425,0.000571264
2426,0.00057124
2427,0.000571217
2428,0.000571194
2430,0.000571147
2432,0.0005711
2433,0.000571076
2434,0.000571053
2436,0.000571006
2437,0.000570983
2438,0.000570959
2441,0.000570889
2442,0.000570865
2443,0.000570841
2444,0.000570818
2446,0.000570771
2447,0.000570747
2449,0.0005707
2452,0.000570629
2453,0.000570606
2454,0.000570582
2456,0.000570535
2457,0.000570511
2461,0.000570416
2462,0.000570393
2463,0.000570369
2466,0.000570298
2467,0.000570274
2468,0.00057025
2469,0.000570226
2470,0.000570203
2473,0.000570131
2475,0.000570084
2477,0.000570036
2478,0.000570012
2480,0.000569964
2481,0.000569941
2482,0.000569917
2483,0.000569893
2484,0.000569869
2485,0.000569845
2487,0.000569797
2488,0.000569773
2489,0.000569749
2490,0.000569725
2491,0.000569701
2492,0.000569677
2493,0.000569653
2494,0.000569629
2495,0.000569605
2498,0.000569533
2499,0.000569509
2502,0.000569437
2505,0.000569365
2507,0.000569317
2508,0.000569293
